record_id,decisionNumber,decisionDate,decision_month,decision_year,domains,domain_register,authority_name
4882579,2а-4046/2022,2022-08-22,2022-08,2022,['tobtab.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
4882062,2а-4045/2022,2022-08-22,2022-08,2022,['sigarety.pro'],.pro,Советский районный суд г. Челябинска - Челябинская область
4763678,2а-3889/2022,2022-08-22,2022-08,2022,['www.pin-up328.com'],.com,Курчатовский районный суд г. Челябинска - Челябинская область
4843595,2а-3267/2022,2022-08-24,2022-08,2022,['kaluga1.rusudo.com'],.com,Калининский районный суд г. Челябинска - Челябинская область
4876390,2а-4066/2022,2022-08-24,2022-08,2022,['babenki.info'],.info,Советский районный суд г. Челябинска - Челябинская область
4876381,2а-4060/2022,2022-08-24,2022-08,2022,['russianspycam.com'],.com,Советский районный суд г. Челябинска - Челябинская область
4837908,2а-688/2022,2022-08-25,2022-08,2022,['old-biz.ru'],.ru,Агаповский районный суд - Челябинская область
4820694,2а-452/2022,2022-08-25,2022-08,2022,['eroticlab.cc'],.cc,Троицкий районный суд - Челябинская область
4838017,2а-688/2022,2022-08-25,2022-08,2022,['crime-card.ru'],.ru,Агаповский районный суд - Челябинская область
5197125,2а-630/2022,2022-08-25,2022-08,2022,['lyricsreal.com'],.com,Каслинский городской суд - Челябинская область
4838128,2а-688/2022,2022-08-25,2022-08,2022,['kriminal-market.ru'],.ru,Агаповский районный суд - Челябинская область
5193408,2а-631/2022,2022-08-25,2022-08,2022,['www.bolnichnyu-oficialno.com'],.com,Каслинский городской суд - Челябинская область
5035836,2а-452/2022,2022-08-25,2022-08,2022,['eroticlab.pw'],.pw,Троицкий районный суд - Челябинская область
5157215,2а-636/2022,2022-08-25,2022-08,2022,['www.safetymoscow.ru'],.ru,Каслинский городской суд - Челябинская область
4870164,2а-805/2022,2022-08-26,2022-08,2022,['vuzinfo-hj.com'],.com,Еманжелинский городской суд - Челябинская область
4870017,2а-835/2022,2022-08-29,2022-08,2022,['emanzhelinsk.doc-avto.monster'],,Еманжелинский городской суд - Челябинская область
5016694,2а-6635/2022,2022-08-29,2022-08,2022,['indi16.club'],.club,Центральный районный суд г. Челябинска - Челябинская область
5078818,2а-830/2022,2022-08-29,2022-08,2022,['soulcats.ru'],.ru,Агаповский районный суд - Челябинская область
5062458,2а-804/2022,2022-08-29,2022-08,2022,['miass.ero-paradise.org'],.org,Агаповский районный суд - Челябинская область
5061860,2а-836/2022,2022-08-29,2022-08,2022,['snus.market'],.market,Агаповский районный суд - Челябинская область
4876992,2а-3766/2022,2022-08-31,2022-08,2022,['progolyh.com'],.com,Советский районный суд г. Челябинска - Челябинская область
5035549,2а-3844/2022,2022-09-01,2022-09,2022,['a.delhiescorts.news'],.news,Калининский районный суд г. Челябинска - Челябинская область
5034348,2а-3848/2022,2022-09-01,2022-09,2022,['e-joken.ru'],.ru,Калининский районный суд г. Челябинска - Челябинская область
5103827,2а-3706/2022,2022-09-02,2022-09,2022,['elektrofokus3.top'],.top,Тракторозаводский районный суд г. Челябинска - Челябинская область
4917827,2а-3693/2022,2022-09-02,2022-09,2022,['brandbase.art'],.art,Советский районный суд г. Челябинска - Челябинская область
4982678,2а-3694/2022,2022-09-02,2022-09,2022,['e-stock.youbagsese.com'],.com,Советский районный суд г. Челябинска - Челябинская область
4982307,2а-3698/2022,2022-09-02,2022-09,2022,['angelbags.guru'],.guru,Советский районный суд г. Челябинска - Челябинская область
5030203,2а-822/2022,2022-09-02,2022-09,2022,['ru-2ndflufa-bn.ru'],.ru,Агаповский районный суд - Челябинская область
4930344,2а-489/2022,2022-09-05,2022-09,2022,['hamsterix.xyz'],.xyz,Троицкий районный суд - Челябинская область
5067168,2-548/2022,2022-09-09,2022-09,2022,['www.kompromatural.ru'],.ru,Еткульский районный суд - Челябинская область
5067235,2-548/2022,2022-09-09,2022-09,2022,['www.kompromatural.ru'],.ru,Еткульский районный суд - Челябинская область
5067237,2-548/2022,2022-09-09,2022-09,2022,['www.kompromatural.ru'],.ru,Еткульский районный суд - Челябинская область
4963297,2а-865/2022,2022-09-15,2022-09,2022,['kriminal-market.ru'],.ru,Агаповский районный суд - Челябинская область
4963028,2а-866/2022,2022-09-15,2022-09,2022,['gunzi-salings.ru'],.ru,Агаповский районный суд - Челябинская область
4982565,2а-4829/2022,2022-09-19,2022-09,2022,['shop-coffee.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
4982440,2а-4829/2022,2022-09-19,2022-09,2022,['shop-coffee.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
4982808,2а-4859/2022,2022-09-19,2022-09,2022,['wep.sozrel.online'],.online,Советский районный суд г. Челябинска - Челябинская область
4935974,2а-1028/2022,2022-09-20,2022-09,2022,['xn--2-ztbcbch.cam'],.cam,Троицкий районный суд - Челябинская область
5126215,2а-3415/2022,2022-09-20,2022-09,2022,['magnitogorsk.registrator-propiska.online'],.online,Металлургический районный суд г. Челябинска - Челябинская область
5125810,2а-3418/2022,2022-09-20,2022-09,2022,['new-propiska.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5126114,2а-3415/2022,2022-09-20,2022-09,2022,['magnitogorsk.propiska-plus.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5009943,2а-4066/2022,2022-09-23,2022-09,2022,['m.avroramodels.net'],.net,Металлургический районный суд г. Челябинска - Челябинская область
5035765,2а-1056/2022,2022-09-27,2022-09,2022,['huesoska.com'],.com,Троицкий городской суд - Челябинская область
4997657,2а-1008/2022,2022-09-30,2022-09,2022,['escortswomanvipx.store'],.store,Еманжелинский городской суд - Челябинская область
5066481,2а-4634/2022,2022-10-06,2022-10,2022,['telkipiter.org'],.org,Металлургический районный суд г. Челябинска - Челябинская область
5035757,2а-5599/2022,2022-10-10,2022-10,2022,['tabaknomer-1.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
5172576,2а-4615/2022,2022-10-10,2022-10,2022,['m.avroramodels.net'],.net,Металлургический районный суд г. Челябинска - Челябинская область
5030273,2а-594/2022,2022-10-11,2022-10,2022,['a.bestseeds-30.xyz'],.xyz,Усть-Катавский городской суд - Челябинская область
5034428,2а-595/2022,2022-10-11,2022-10,2022,['a.grow-mania-28.life'],.life,Усть-Катавский городской суд - Челябинская область
5035558,2а-3760/2022,2022-10-11,2022-10,2022,['buragecy.info'],.info,Калининский районный суд г. Челябинска - Челябинская область
5140614,2а-6054/2022,2022-10-13,2022-10,2022,['relaxationp.ru'],.ru,Центральный районный суд г. Челябинска - Челябинская область
5061136,2а-3041/2022,2022-10-13,2022-10,2022,['hatiffone.com'],.com,Златоустовский городской суд - Челябинская область
5073461,2а-593/2022,2022-10-17,2022-10,2022,['ru-seller.com'],.com,Усть-Катавский городской суд - Челябинская область
5072816,,2022-10-17,2022-10,2022,['dok2022.xyz'],.xyz,Усть-Катавский городской суд - Челябинская область
5078728,2а-600/2022,2022-10-18,2022-10,2022,['chelyabinsk.vodx-prawa.com'],.com,Усть-Катавский городской суд - Челябинская область
5072840,,2022-10-19,2022-10,2022,['etotop.top'],.top,Усть-Катавский городской суд - Челябинская область
5072417,,2022-10-19,2022-10,2022,['supertop.fans'],.fans,Усть-Катавский городской суд - Челябинская область
5068170,,2022-10-20,2022-10,2022,['plomby-magnit24.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
5060891,2а-2950/2022,2022-10-26,2022-10,2022,['dipheporg.ru'],.ru,Правобережный районный суд г. Магнитогорска - Челябинская область
5054416,2а-1713/2022,2022-10-26,2022-10,2022,['kupit.passport-russia.com'],.com,Еманжелинский городской суд - Челябинская область
5097609,2а-5626/2022,2022-10-31,2022-10,2022,['roger.plus'],.plus,Миасский городской суд - Челябинская область
5061133,2а-2884/2022,2022-10-31,2022-10,2022,['diplgorkiy.ru'],.ru,Правобережный районный суд г. Магнитогорска - Челябинская область
5109411,2а-4768/2022,2022-11-01,2022-11,2022,['dilios.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5092927,б/н,2022-11-02,2022-11,2022,['mineralynyevody.soos.su'],.su,Центральный районный суд г. Челябинска - Челябинская область
5166565,2а-563/2022,2022-11-07,2022-11,2022,['foriphone.space'],.space,Нагайбакский районный суд - Челябинская область
5166652,2а-563/2022,2022-11-07,2022-11,2022,['hatiffone.com'],.com,Нагайбакский районный суд - Челябинская область
5136733,2а-5884/2022,2022-11-08,2022-11,2022,['n.100-spravok.club'],.club,Курчатовский районный суд г. Челябинска - Челябинская область
5080318,2а-5601/2022,2022-11-08,2022-11,2022,['foriphone.space'],.space,Металлургический районный суд г. Челябинска - Челябинская область
5087351,2а-1741/2022,2022-11-08,2022-11,2022,['vuzinfo-0p.net'],.net,Еманжелинский городской суд - Челябинская область
5087209,2а-1736/2022,2022-11-08,2022-11,2022,['dlplombessta.com'],.com,Еманжелинский городской суд - Челябинская область
5136459,2а-5884/2022,2022-11-08,2022-11,2022,['chelyabinsk.multimeed.ru'],.ru,Курчатовский районный суд г. Челябинска - Челябинская область
5136357,2а-9360/2022,2022-11-10,2022-11,2022,['vyazyma2.pr-13.com'],.com,Центральный районный суд г. Челябинска - Челябинская область
5125509,2а-1203/2022,2022-11-10,2022-11,2022,['store.n-magniti.ru'],.ru,Троицкий городской суд - Челябинская область
5125716,2а-1204/2022,2022-11-10,2022-11,2022,['elektrofokus3.monster'],,Троицкий городской суд - Челябинская область
5079921,2а-5691/2022,2022-11-11,2022-11,2022,['s2.sosamba96.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5146123,2а-663/2022,2022-11-14,2022-11,2022,['fap-guru.app'],.app,Усть-Катавский городской суд - Челябинская область
5256965,2а-9077/2022,2022-11-15,2022-11,2022,['d.ekaterinburg-doxy.com'],.com,Центральный районный суд г. Челябинска - Челябинская область
5142489,2а-9012/2022,2022-11-15,2022-11,2022,['m.bordeli.biz'],.biz,Центральный районный суд г. Челябинска - Челябинская область
5136816,2а-9434/2022,2022-11-16,2022-11,2022,['w.kzngirls.com'],.com,Центральный районный суд г. Челябинска - Челябинская область
5220629,2а-7098/2022,2022-11-16,2022-11,2022,['zaliv-carders.xyz'],.xyz,Тракторозаводский районный суд г. Челябинска - Челябинская область
5220044,2а-7093/2022 ~ М-6694/2022,2022-11-16,2022-11,2022,['drop-only.xyz'],.xyz,Тракторозаводский районный суд г. Челябинска - Челябинская область
5220337,2а-7099/2022 ~ М-6734/2022,2022-11-16,2022-11,2022,['antimigalki.world'],.world,Тракторозаводский районный суд г. Челябинска - Челябинская область
5110019,2а-5702/2022,2022-11-17,2022-11,2022,['cardingforum.cx'],.cx,Металлургический районный суд г. Челябинска - Челябинская область
5110079,2а-5702/2022,2022-11-17,2022-11,2022,['darkseller.org'],.org,Металлургический районный суд г. Челябинска - Челябинская область
5109961,2а-5706/2022 ~ М-5349/2022,2022-11-17,2022-11,2022,['anticarder.kr'],.kr,Металлургический районный суд г. Челябинска - Челябинская область
5157388,2а-614/2022,2022-11-18,2022-11,2022,['rebiz.ru'],.ru,Нагайбакский районный суд - Челябинская область
5266377,2а-2425/2022,2022-11-18,2022-11,2022,['escortswomanxvip.store'],.store,Коркинский городской суд - Челябинская область
5255787,2а-5778/2022,2022-11-23,2022-11,2022,['carding-forum.com'],.com,Металлургический районный суд г. Челябинска - Челябинская область
5255206,2а-7025/2022,2022-11-24,2022-11,2022,['studentki.in'],.in,Советский районный суд г. Челябинска - Челябинская область
5181598,2а-6483/2022,2022-11-24,2022-11,2022,['babaeb.net'],.net,Советский районный суд г. Челябинска - Челябинская область
5181787,2а-6482/2022,2022-11-24,2022-11,2022,['ananasik.net'],.net,Советский районный суд г. Челябинска - Челябинская область
5262701,2а-3312/2022,2022-11-24,2022-11,2022,['тутпорно.today'],.today,Правобережный районный суд г. Магнитогорска - Челябинская область
5262780,2а-3312/2022,2022-11-24,2022-11,2022,['m.xn----ztbcbceder.cc'],.cc,Правобережный районный суд г. Магнитогорска - Челябинская область
5255075,2а-6348/2022,2022-11-24,2022-11,2022,['chelyabinsk.bel-tabak.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
5228451,2а-6223/2022,2022-11-24,2022-11,2022,['card-card.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5166597,2а-6484/2022,2022-11-24,2022-11,2022,['ebuca.club'],.club,Советский районный суд г. Челябинска - Челябинская область
5220240,2а-6222/2022,2022-11-24,2022-11,2022,['sochifeya1.mobi'],.mobi,Металлургический районный суд г. Челябинска - Челябинская область
5132098,2а-1741/2022,2022-11-25,2022-11,2022,['vuzinfo-0p.net'],.net,Еманжелинский городской суд - Челябинская область
5181248,2а-6491/2022,2022-11-25,2022-11,2022,['koreahas.com'],.com,Советский районный суд г. Челябинска - Челябинская область
5171908,2а-1713/2022,2022-11-25,2022-11,2022,['kupit.passport-russia.com'],.com,Еманжелинский городской суд - Челябинская область
5172210,2а-1794/2022,2022-11-25,2022-11,2022,['www20.profwork.info'],.info,Еманжелинский городской суд - Челябинская область
5187677,2а-5603/2022,2022-11-25,2022-11,2022,['falsh-drop.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5171902,2а-1714/2022,2022-11-25,2022-11,2022,['rf-pasportov.com'],.com,Еманжелинский городской суд - Челябинская область
5255657,2а-5748/2022,2022-11-28,2022-11,2022,['ghost-connect.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5181478,2а-6494/2022,2022-11-28,2022-11,2022,['hqsea.com'],.com,Советский районный суд г. Челябинска - Челябинская область
5314555,2а-769/2022,2022-11-29,2022-11,2022,['zaliv-carders.xyz'],.xyz,Нагайбакский районный суд - Челябинская область
5300510,2а-7139/2022,2022-11-29,2022-11,2022,['ccccc.sb'],.sb,Тракторозаводский районный суд г. Челябинска - Челябинская область
5255316,2а-6640/2022,2022-11-29,2022-11,2022,['justmeet.ru'],.ru,Советский районный суд г. Челябинска - Челябинская область
5322659,2а-9403/2022,2022-11-30,2022-11,2022,['drop-only.xyz'],.xyz,Центральный районный суд г. Челябинска - Челябинская область
5322766,2а-9403/2022,2022-11-30,2022-11,2022,['drop-only.xyz'],.xyz,Центральный районный суд г. Челябинска - Челябинская область
5322960,2а-9402/2022,2022-11-30,2022-11,2022,['mineralynye-vody.pr-13.com'],.com,Центральный районный суд г. Челябинска - Челябинская область
5389078,2а-6095/2022,2022-12-02,2022-12,2022,['cazoos.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5382708,2а-6096/2022,2022-12-02,2022-12,2022,['old-bizz.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5161504,2а-758/2022,2022-12-02,2022-12,2022,['dark-market.xyz'],.xyz,Нагайбакский районный суд - Челябинская область
5193431,2а-6406/2022,2022-12-05,2022-12,2022,['indi55.pics'],.pics,Металлургический районный суд г. Челябинска - Челябинская область
5229054,2а-6566/2022,2022-12-06,2022-12,2022,['wow-fuck.com'],.com,Советский районный суд г. Челябинска - Челябинская область
5174876,2а-1869/2022,2022-12-06,2022-12,2022,['padmerbent.com'],.com,Еманжелинский городской суд - Челябинская область
5175085,2а-1870/2022,2022-12-06,2022-12,2022,['escortxwomanvip.store'],.store,Еманжелинский городской суд - Челябинская область
5172046,2а-781/2022,2022-12-07,2022-12,2022,['sprawkys.co'],.co,Нагайбакский районный суд - Челябинская область
5196914,2а-699/2022,2022-12-07,2022-12,2022,['med.bolnichnye.vip'],.vip,Усть-Катавский городской суд - Челябинская область
5199019,2а-668/2022,2022-12-08,2022-12,2022,['a.24na7.site'],.site,Усть-Катавский городской суд - Челябинская область
5256511,2а-1400/2022,2022-12-09,2022-12,2022,['vuzinfo-d7.com'],.com,Чебаркульский городской суд - Челябинская область
5299953,2а-3459/2022,2022-12-12,2022-12,2022,['o.avroramodels.net'],.net,Правобережный районный суд г. Магнитогорска - Челябинская область
5264112,2а-7054/2022,2022-12-12,2022-12,2022,['supertop.fans'],.fans,Советский районный суд г. Челябинска - Челябинская область
5248304,2а-7794/2022,2022-12-13,2022-12,2022,['m.bigbossss.com'],.com,Калининский районный суд г. Челябинска - Челябинская область
5263480,2а-6416/2022,2022-12-14,2022-12,2022,['serov.propiska-region.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5263587,2а-6416/2022,2022-12-14,2022-12,2022,['murmansk.propiski-net.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5263799,2а-6414/2022,2022-12-14,2022-12,2022,['magnitogorsk.propiska-dom.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5263904,2а-6414/2022,2022-12-14,2022-12,2022,['chelyabinsk.propiski-net.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5265123,2а-6415/2022,2022-12-14,2022-12,2022,['habarovsk.propiska-legal.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5265203,2а-6415/2022,2022-12-14,2022-12,2022,['tyumen.propiski-net.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5265288,2а-6415/2022,2022-12-14,2022-12,2022,['tyumen.propiska-online.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5263375,2а-6416/2022,2022-12-14,2022-12,2022,['nizhnevartovsk.propiska-region.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5373015,2а-5666/2022,2022-12-14,2022-12,2022,['darkwebmafias.ws'],.ws,Металлургический районный суд г. Челябинска - Челябинская область
5373481,2а-5666/2022,2022-12-14,2022-12,2022,['darknet-market.to'],.to,Металлургический районный суд г. Челябинска - Челябинская область
5264009,2а-6414/2022,2022-12-14,2022-12,2022,['ekaterinburg.propiski-net.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5263371,2а-6412/2022,2022-12-14,2022-12,2022,['prelunt.mgst.su'],.su,Металлургический районный суд г. Челябинска - Челябинская область
5488735,2а-6410/2022,2022-12-14,2022-12,2022,['chelyabinskaya-obl.realpussyindi.ru'],.ru,Металлургический районный суд г. Челябинска - Челябинская область
5242107,2а-1613/2022,2022-12-15,2022-12,2022,['www.tutebut.com'],.com,Верхнеуральский районный суд - Челябинская область
5243491,2а-1588/2022,2022-12-15,2022-12,2022,['kazan.fei116.biz'],.biz,Верхнеуфалейский городской суд - Челябинская область
5242227,2а-1605/2022,2022-12-15,2022-12,2022,['spb.telkipiter.net'],.net,Верхнеуфалейский городской суд - Челябинская область
5226256,2а-8299/2022,2022-12-15,2022-12,2022,['hatiffone.com'],.com,Курчатовский районный суд г. Челябинска - Челябинская область
5248579,2а-6356/2022,2022-12-16,2022-12,2022,['kopeysk.petronchukov.ru'],.ru,Копейский городской суд - Челябинская область
5248714,2а-6351/2022,2022-12-16,2022-12,2022,['e.doxy-chelyabinsk.net'],.net,Копейский городской суд - Челябинская область
5242942,2а-6357/2022,2022-12-16,2022-12,2022,['kopeysk.crossfitfan.ru'],.ru,Копейский городской суд - Челябинская область
5249268,2а-6358/2022,2022-12-16,2022-12,2022,['kopeysk.zhiznprazdnik.ru'],.ru,Копейский городской суд - Челябинская область
5248842,2а-6352/2022,2022-12-16,2022-12,2022,['escort-uslugi.website'],,Копейский городской суд - Челябинская область
5306685,2а-8393/2022,2022-12-19,2022-12,2022,['online-sim2.ru'],.ru,Миасский городской суд - Челябинская область
5266575,2а-5682/2022,2022-12-19,2022-12,2022,['dark-biz.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5306802,2а-8393/2022,2022-12-19,2022-12,2022,['kupitsimbez2.ru'],.ru,Миасский городской суд - Челябинская область
5266509,2а-5682/2022,2022-12-19,2022-12,2022,['acvvboard.bz'],.bz,Металлургический районный суд г. Челябинска - Челябинская область
5306903,2а-8392/2022,2022-12-19,2022-12,2022,['24-sim.ru'],.ru,Миасский городской суд - Челябинская область
5374170,2а-6133/2022,2022-12-20,2022-12,2022,['zaliv-carders.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5374280,2а-6133/2022,2022-12-20,2022-12,2022,['www.crime-life.xyz'],.xyz,Металлургический районный суд г. Челябинска - Челябинская область
5227518,2а-6339/2022,2022-12-21,2022-12,2022,['kopeysk1.pr-13.com'],.com,Копейский городской суд - Челябинская область
5242623,2а-1748/2022,2022-12-22,2022-12,2022,['ehftoor.stron-tm.ru'],.ru,Увельский районный суд - Челябинская область
5243511,2а-6348/2022,2022-12-22,2022-12,2022,['escortxwomanvip.store'],.store,Копейский городской суд - Челябинская область
5242620,2а-1741/2022 ~ М-1650/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.su12.ru'],.ru,Увельский районный суд - Челябинская область
5242487,2а-1742/2022 ~ М-1651/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.dlyavkontakte.ru'],.ru,Увельский районный суд - Челябинская область
5235253,2а-1739/2022 ~ М-1648/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.avtostroypro.ru'],.ru,Увельский районный суд - Челябинская область
5241541,2а-1748/2022,2022-12-22,2022-12,2022,['muddles.i-broker.su'],.su,Увельский районный суд - Челябинская область
5235297,2а-1740/2022 ~ М-1649/2022,2022-12-22,2022-12,2022,['elnovel.pb-akcent.ru'],.ru,Увельский районный суд - Челябинская область
5235362,2а-1747/2022 ~ М-1656/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.profdez24.ru'],.ru,Увельский районный суд - Челябинская область
5235497,2а-1744/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.zimedorogu.ru'],.ru,Увельский районный суд - Челябинская область
5241537,2а-1741/2022 ~ М-1650/2022,2022-12-22,2022-12,2022,['belgorod3.feikiss.com'],.com,Увельский районный суд - Челябинская область
5242354,2а-1742/2022 ~ М-1651/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.roadcomfort.ru'],.ru,Увельский районный суд - Челябинская область
5235227,2а-1740/2022 ~ М-1649/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.crossfitfan.ru'],.ru,Увельский районный суд - Челябинская область
5235017,2а-1743/2022,2022-12-22,2022-12,2022,['kamensk-uralskiy.keosan78.ru'],.ru,Увельский районный суд - Челябинская область
5242102,2а-815/2022 ~ М-812/2022,2022-12-23,2022-12,2022,['snlines.shop'],.shop,Нагайбакский районный суд - Челябинская область
5314179,2а-1548/2022,2022-12-23,2022-12,2022,['receive-sms-online.com'],.com,Агаповский районный суд - Челябинская область
5315075,2а-1548/2022,2022-12-23,2022-12,2022,['www.receivesms.co'],.co,Агаповский районный суд - Челябинская область
5401968,2а-10282/2022,2022-12-23,2022-12,2022,['hos1.cc'],.cc,Центральный районный суд г. Челябинска - Челябинская область
5314307,2а-1548/2022,2022-12-23,2022-12,2022,['sms.sellaite.com'],.com,Агаповский районный суд - Челябинская область
5278489,2а-729/2022 ~ М-698/2022,2022-12-26,2022-12,2022,['dokhumentn-ohrana.com'],.com,Усть-Катавский городской суд - Челябинская область
5455005,2а-2622/2022,2022-12-28,2022-12,2022,['ozersk.soos.su'],.su,Кыштымский городской суд - Челябинская область
5459899,2а-1217/2022,2022-12-29,2022-12,2022,['chelyabinsk.extern-dip.com'],.com,Карталинский городской суд - Челябинская область
5293333,б/н,2022-12-30,2022-12,2022,['one.indi-samara11.com'],.com,Центральный районный суд г. Челябинска - Челябинская область
